"country"	"code"
"GY"	"GY-MA"
"GY"	"GY-PM"
"GY"	"GY-PT"
"GY"	"GY-UD"
"GY"	"GY-UT"
"HN"	"HN-AT"
"HN"	"HN-CH"
"HN"	"HN-CL"
"HN"	"HN-CM"
"HN"	"HN-CP"
"HN"	"HN-CR"
"HN"	"HN-EP"
"HN"	"HN-FM"
"HN"	"HN-GD"
"HN"	"HN-IB"
"HN"	"HN-IN"
"HN"	"HN-LE"
"HN"	"HN-LP"
"HN"	"HN-OC"
"HN"	"HN-OL"
"HN"	"HN-SB"
"HN"	"HN-VA"
"HN"	"HN-YO"
"HR"	"HR-01"
"HR"	"HR-02"
"HR"	"HR-03"
"HR"	"HR-04"
"HR"	"HR-05"
"HR"	"HR-06"
"HR"	"HR-07"
"HR"	"HR-08"
"HR"	"HR-09"
"HR"	"HR-10"
"HR"	"HR-11"
"HR"	"HR-12"
"HR"	"HR-13"
"HR"	"HR-14"
"HR"	"HR-15"
"HR"	"HR-16"
"HR"	"HR-17"
"HR"	"HR-18"
"HR"	"HR-19"
"HR"	"HR-20"
"HR"	"HR-21"
"HT"	"HT-AR"
"HT"	"HT-CE"
"HT"	"HT-GA"
"HT"	"HT-ND"
"HT"	"HT-NE"
"HT"	"HT-NI"
"HT"	"HT-NO"
"HT"	"HT-OU"
"HT"	"HT-SD"
"HT"	"HT-SE"
"HU"	"HU-BA"
"HU"	"HU-BC"
"HU"	"HU-BE"
"HU"	"HU-BK"
"HU"	"HU-BU"
"HU"	"HU-BZ"
"HU"	"HU-CS"
"HU"	"HU-DE"
"HU"	"HU-DU"
"HU"	"HU-EG"
"HU"	"HU-ER"
"HU"	"HU-FE"
"HU"	"HU-GS"
"HU"	"HU-GY"
"HU"	"HU-HB"
"HU"	"HU-HE"
"HU"	"HU-HV"
"HU"	"HU-JN"
"HU"	"HU-KE"
"HU"	"HU-KM"
"HU"	"HU-KV"
"HU"	"HU-MI"
"HU"	"HU-NK"
"HU"	"HU-NO"
"HU"	"HU-NY"
"HU"	"HU-PE"
"HU"	"HU-PS"
"HU"	"HU-SD"
"HU"	"HU-SF"
"HU"	"HU-SH"
"HU"	"HU-SK"
"HU"	"HU-SN"
"HU"	"HU-SO"
"HU"	"HU-SS"
"HU"	"HU-ST"
"HU"	"HU-SZ"
"HU"	"HU-TB"
"HU"	"HU-TO"
"HU"	"HU-VA"
"HU"	"HU-VE"
"HU"	"HU-VM"
"HU"	"HU-ZA"
"HU"	"HU-ZE"
"ID"	"ID-AC"
"ID"	"ID-BA"
"ID"	"ID-BB"
"ID"	"ID-BE"
"ID"	"ID-BT"
"ID"	"ID-GO"
"ID"	"ID-JA"
"ID"	"ID-JB"
"ID"	"ID-JI"
"ID"	"ID-JK"
"ID"	"ID-JT"
"ID"	"ID-JW"
"ID"	"ID-KA"
"ID"	"ID-KB"
"ID"	"ID-KI"
"ID"	"ID-KR"
"ID"	"ID-KS"
"ID"	"ID-KT"
"ID"	"ID-KU"
"ID"	"ID-LA"
"ID"	"ID-MA"
"ID"	"ID-ML"
"ID"	"ID-MU"
"ID"	"ID-NB"
"ID"	"ID-NT"
"ID"	"ID-NU"
"ID"	"ID-PA"
"ID"	"ID-PB"
"ID"	"ID-PD"
"ID"	"ID-PE"
"ID"	"ID-PP"
"ID"	"ID-PS"
"ID"	"ID-PT"
"ID"	"ID-RI"
"ID"	"ID-SA"
"ID"	"ID-SB"
"ID"	"ID-SG"
"ID"	"ID-SL"
"ID"	"ID-SM"
"ID"	"ID-SN"
"ID"	"ID-SR"
"ID"	"ID-SS"
"ID"	"ID-ST"
"ID"	"ID-SU"
"ID"	"ID-YO"
"IE"	"IE-C"
"IE"	"IE-CE"
"IE"	"IE-CN"
"IE"	"IE-CO"
"IE"	"IE-CW"
"IE"	"IE-D"
"IE"	"IE-DL"
"IE"	"IE-G"
"IE"	"IE-KE"
"IE"	"IE-KK"
"IE"	"IE-KY"
"IE"	"IE-L"
"IE"	"IE-LD"
"IE"	"IE-LH"
"IE"	"IE-LK"
"IE"	"IE-LM"
"IE"	"IE-LS"
"IE"	"IE-M"
"IE"	"IE-MH"
"IE"	"IE-MN"
"IE"	"IE-MO"
"IE"	"IE-OY"
"IE"	"IE-RN"
"IE"	"IE-SO"
"IE"	"IE-TA"
"IE"	"IE-U"
"IE"	"IE-WD"
"IE"	"IE-WH"
"IE"	"IE-WW"
"IE"	"IE-WX"
"IL"	"IL-D"
"IL"	"IL-HA"
"IL"	"IL-JM"
"IL"	"IL-M"
"IL"	"IL-TA"
"IL"	"IL-Z"
"IN"	"IN-AN"
"IN"	"IN-AP"
"IN"	"IN-AR"
"IN"	"IN-AS"
"IN"	"IN-BR"
"IN"	"IN-CG"
"IN"	"IN-CH"
"IN"	"IN-DH"
"IN"	"IN-DL"
"IN"	"IN-GA"
"IN"	"IN-GJ"
"IN"	"IN-HP"
"IN"	"IN-HR"
"IN"	"IN-JH"
"IN"	"IN-JK"
"IN"	"IN-KA"
"IN"	"IN-KL"
"IN"	"IN-LA"
"IN"	"IN-LD"
"IN"	"IN-MH"
"IN"	"IN-ML"
"IN"	"IN-MN"
"IN"	"IN-MP"
"IN"	"IN-MZ"
"IN"	"IN-NL"
"IN"	"IN-OD"
"IN"	"IN-PB"
"IN"	"IN-PY"
"IN"	"IN-RJ"
"IN"	"IN-SK"
"IN"	"IN-TN"
"IN"	"IN-TR"
"IN"	"IN-TS"
"IN"	"IN-UK"
"IN"	"IN-UP"
"IN"	"IN-WB"
"IQ"	"IQ-AN"
"IQ"	"IQ-AR"
"IQ"	"IQ-BA"
"IQ"	"IQ-BB"
"IQ"	"IQ-BG"
"IQ"	"IQ-DA"
"IQ"	"IQ-DI"
"IQ"	"IQ-DQ"
"IQ"	"IQ-KA"
"IQ"	"IQ-KI"
"IQ"	"IQ-KR"
"IQ"	"IQ-MA"
"IQ"	"IQ-MU"
"IQ"	"IQ-NA"
"IQ"	"IQ-NI"
"IQ"	"IQ-QA"
"IQ"	"IQ-SD"
"IQ"	"IQ-SU"
"IQ"	"IQ-WA"
"IR"	"IR-00"
"IR"	"IR-01"
"IR"	"IR-02"
"IR"	"IR-03"
"IR"	"IR-04"
"IR"	"IR-05"
"IR"	"IR-06"
"IR"	"IR-07"
"IR"	"IR-08"
"IR"	"IR-09"
"IR"	"IR-10"
"IR"	"IR-11"
"IR"	"IR-12"
"IR"	"IR-13"
"IR"	"IR-14"
"IR"	"IR-15"
"IR"	"IR-16"
"IR"	"IR-17"
"IR"	"IR-18"
"IR"	"IR-19"
"IR"	"IR-20"
"IR"	"IR-21"
"IR"	"IR-22"
"IR"	"IR-23"
"IR"	"IR-24"
"IR"	"IR-25"
"IR"	"IR-26"
"IR"	"IR-27"
"IR"	"IR-28"
"IR"	"IR-29"
"IR"	"IR-30"
"IS"	"IS-1"
"IS"	"IS-2"
"IS"	"IS-3"
"IS"	"IS-4"
"IS"	"IS-5"
"IS"	"IS-6"
"IS"	"IS-7"
"IS"	"IS-8"
"IS"	"IS-AKN"
"IS"	"IS-AKU"
"IS"	"IS-ARN"
"IS"	"IS-ASA"
"IS"	"IS-BLA"
"IS"	"IS-BOG"
"IS"	"IS-BOL"
"IS"	"IS-DAB"
"IS"	"IS-DAV"
"IS"	"IS-EOM"
"IS"	"IS-EYF"
"IS"	"IS-FJD"
"IS"	"IS-FJL"
"IS"	"IS-FLA"
"IS"	"IS-FLR"
"IS"	"IS-GAR"
"IS"	"IS-GOG"
"IS"	"IS-GRN"
"IS"	"IS-GRU"
"IS"	"IS-GRY"
"IS"	"IS-HAF"
"IS"	"IS-HRG"
"IS"	"IS-HRU"
"IS"	"IS-HUG"
"IS"	"IS-HUV"
"IS"	"IS-HVA"
"IS"	"IS-HVE"
"IS"	"IS-ISA"
"IS"	"IS-KAL"
"IS"	"IS-KJO"
"IS"	"IS-KOP"
"IS"	"IS-LAN"
"IS"	"IS-MOS"
"IS"	"IS-MUL"
"IS"	"IS-MYR"
"IS"	"IS-NOR"
"IS"	"IS-RGE"
"IS"	"IS-RGY"
"IS"	"IS-RHH"
"IS"	"IS-RKN"
"IS"	"IS-RKV"
"IS"	"IS-SBT"
"IS"	"IS-SDN"
"IS"	"IS-SDV"
"IS"	"IS-SEL"
"IS"	"IS-SFA"
"IS"	"IS-SHF"
"IS"	"IS-SKF"
"IS"	"IS-SKG"
"IS"	"IS-SKO"
"IS"	"IS-SKR"
"IS"	"IS-SNF"
"IS"	"IS-SOG"
"IS"	"IS-SOL"
"IS"	"IS-SSS"
"IS"	"IS-STR"
"IS"	"IS-STY"
"IS"	"IS-SVG"
"IS"	"IS-TAL"
"IS"	"IS-THG"
"IS"	"IS-TJO"
"IS"	"IS-VEM"
"IS"	"IS-VER"
"IS"	"IS-VOP"
"IT"	"IT-21"
"IT"	"IT-23"
"IT"	"IT-25"
"IT"	"IT-32"
"IT"	"IT-34"
"IT"	"IT-36"
"IT"	"IT-42"
"IT"	"IT-45"
"IT"	"IT-52"
"IT"	"IT-55"
"IT"	"IT-57"
"IT"	"IT-62"
"IT"	"IT-65"
"IT"	"IT-67"
"IT"	"IT-72"
"IT"	"IT-75"
"IT"	"IT-77"
"IT"	"IT-78"
"IT"	"IT-82"
"IT"	"IT-88"
"IT"	"IT-AG"
"IT"	"IT-AL"
"IT"	"IT-AN"
"IT"	"IT-AP"
"IT"	"IT-AQ"
"IT"	"IT-AR"
"IT"	"IT-AT"
"IT"	"IT-AV"
"IT"	"IT-BA"
"IT"	"IT-BG"
"IT"	"IT-BI"
"IT"	"IT-BL"
"IT"	"IT-BN"
"IT"	"IT-BO"
"IT"	"IT-BR"
"IT"	"IT-BS"
"IT"	"IT-BT"
"IT"	"IT-BZ"
"IT"	"IT-CA"
"IT"	"IT-CB"
"IT"	"IT-CE"
"IT"	"IT-CH"
"IT"	"IT-CL"
"IT"	"IT-CN"
"IT"	"IT-CO"
"IT"	"IT-CR"
"IT"	"IT-CS"
"IT"	"IT-CT"
"IT"	"IT-CZ"
"IT"	"IT-EN"
"IT"	"IT-FC"
"IT"	"IT-FE"
"IT"	"IT-FG"
"IT"	"IT-FI"
"IT"	"IT-FM"
"IT"	"IT-FR"
"IT"	"IT-GE"
"IT"	"IT-GO"
"IT"	"IT-GR"
"IT"	"IT-IM"
"IT"	"IT-IS"
"IT"	"IT-KR"
"IT"	"IT-LC"
"IT"	"IT-LE"
"IT"	"IT-LI"
"IT"	"IT-LO"
"IT"	"IT-LT"
"IT"	"IT-LU"
"IT"	"IT-MB"
"IT"	"IT-MC"
"IT"	"IT-ME"
"IT"	"IT-MI"
"IT"	"IT-MN"
"IT"	"IT-MO"
"IT"	"IT-MS"
"IT"	"IT-MT"
"IT"	"IT-NA"
"IT"	"IT-NO"
"IT"	"IT-NU"
"IT"	"IT-OR"
"IT"	"IT-PA"
"IT"	"IT-PC"
"IT"	"IT-PD"
"IT"	"IT-PE"
"IT"	"IT-PG"
"IT"	"IT-PI"
"IT"	"IT-PN"
"IT"	"IT-PO"
"IT"	"IT-PR"
"IT"	"IT-PT"
"IT"	"IT-PU"
"IT"	"IT-PV"
"IT"	"IT-PZ"
"IT"	"IT-RA"
"IT"	"IT-RC"
"IT"	"IT-RE"
"IT"	"IT-RG"
"IT"	"IT-RI"
"IT"	"IT-RM"
"IT"	"IT-RN"
"IT"	"IT-RO"
"IT"	"IT-SA"
"IT"	"IT-SI"
"IT"	"IT-SO"
"IT"	"IT-SP"
"IT"	"IT-SR"
"IT"	"IT-SS"
"IT"	"IT-SU"
"IT"	"IT-SV"
"IT"	"IT-TA"
"IT"	"IT-TE"
"IT"	"IT-TN"
"IT"	"IT-TO"
"IT"	"IT-TP"
"IT"	"IT-TR"
"IT"	"IT-TS"
"IT"	"IT-TV"
"IT"	"IT-UD"
"IT"	"IT-VA"
"IT"	"IT-VB"
"IT"	"IT-VC"
"IT"	"IT-VE"
"IT"	"IT-VI"
"IT"	"IT-VR"
"IT"	"IT-VT"
"IT"	"IT-VV"
"JM"	"JM-01"
"JM"	"JM-02"
"JM"	"JM-03"
"JM"	"JM-04"
"JM"	"JM-05"
"JM"	"JM-06"
"JM"	"JM-07"
"JM"	"JM-08"
"JM"	"JM-09"
"JM"	"JM-10"
"JM"	"JM-11"
"JM"	"JM-12"
"JM"	"JM-13"
"JM"	"JM-14"
"JO"	"JO-AJ"
"JO"	"JO-AM"
"JO"	"JO-AQ"
"JO"	"JO-AT"
"JO"	"JO-AZ"
"JO"	"JO-BA"
"JO"	"JO-IR"
"JO"	"JO-JA"
"JO"	"JO-KA"
"JO"	"JO-MA"
"JO"	"JO-MD"
"JO"	"JO-MN"
"JP"	"JP-01"
"JP"	"JP-02"
"JP"	"JP-03"
"JP"	"JP-04"
"JP"	"JP-05"
"JP"	"JP-06"
"JP"	"JP-07"
"JP"	"JP-08"
"JP"	"JP-09"
"JP"	"JP-10"
"JP"	"JP-11"
"JP"	"JP-12"
"JP"	"JP-13"
"JP"	"JP-14"
"JP"	"JP-15"
"JP"	"JP-16"
"JP"	"JP-17"
"JP"	"JP-18"
"JP"	"JP-19"
"JP"	"JP-20"
"JP"	"JP-21"
"JP"	"JP-22"
"JP"	"JP-23"
"JP"	"JP-24"
"JP"	"JP-25"
"JP"	"JP-26"
"JP"	"JP-27"
"JP"	"JP-28"
"JP"	"JP-29"
"JP"	"JP-30"
"JP"	"JP-31"
"JP"	"JP-32"
"JP"	"JP-33"
"JP"	"JP-34"
"JP"	"JP-35"
"JP"	"JP-36"
"JP"	"JP-37"
"JP"	"JP-38"
"JP"	"JP-39"
"JP"	"JP-40"
"JP"	"JP-41"
"JP"	"JP-42"
"JP"	"JP-43"
"JP"	"JP-44"
"JP"	"JP-45"
"JP"	"JP-46"
"JP"	"JP-47"
"KE"	"KE-01"
"KE"	"KE-02"
"KE"	"KE-03"
"KE"	"KE-04"
"KE"	"KE-05"
"KE"	"KE-06"
"KE"	"KE-07"
"KE"	"KE-08"
"KE"	"KE-09"
"KE"	"KE-10"
"KE"	"KE-11"
"KE"	"KE-12"
"KE"	"KE-13"
"KE"	"KE-14"
"KE"	"KE-15"
"KE"	"KE-16"
"KE"	"KE-17"
"KE"	"KE-18"
"KE"	"KE-19"
"KE"	"KE-20"
"KE"	"KE-21"
"KE"	"KE-22"
"KE"	"KE-23"
"KE"	"KE-24"
"KE"	"KE-25"
"KE"	"KE-26"
"KE"	"KE-27"
"KE"	"KE-28"
"KE"	"KE-29"
"KE"	"KE-30"
"KE"	"KE-31"
"KE"	"KE-32"
"KE"	"KE-33"
"KE"	"KE-34"
"KE"	"KE-35"
"KE"	"KE-36"
"KE"	"KE-37"
"KE"	"KE-38"
"KE"	"KE-39"
"KE"	"KE-40"
"KE"	"KE-41"
"KE"	"KE-42"
"KE"	"KE-43"
"KE"	"KE-44"
"KE"	"KE-45"
"KE"	"KE-46"
"KE"	"KE-47"
"KG"	"KG-B"
"KG"	"KG-C"
"KG"	"KG-GB"
"KG"	"KG-GO"
"KG"	"KG-J"
"KG"	"KG-N"
"KG"	"KG-O"
"KG"	"KG-T"
"KG"	"KG-Y"
"KH"	"KH-1"
"KH"	"KH-10"
"KH"	"KH-11"
"KH"	"KH-12"
"KH"	"KH-13"
"KH"	"KH-14"
"KH"	"KH-15"
"KH"	"KH-16"
"KH"	"KH-17"
"KH"	"KH-18"
"KH"	"KH-19"
"KH"	"KH-2"
"KH"	"KH-20"
"KH"	"KH-21"
"KH"	"KH-22"
"KH"	"KH-23"
"KH"	"KH-24"
"KH"	"KH-25"
"KH"	"KH-3"
"KH"	"KH-4"
"KH"	"KH-5"
"KH"	"KH-6"
"KH"	"KH-7"
"KH"	"KH-8"
"KH"	"KH-9"
"KI"	"KI-G"
"KI"	"KI-L"
"KI"	"KI-P"
"KM"	"KM-A"
"KM"	"KM-G"
"KM"	"KM-M"
"KN"	"KN-01"
"KN"	"KN-02"
"KN"	"KN-03"
"KN"	"KN-04"
"KN"	"KN-05"
"KN"	"KN-06"
"KN"	"KN-07"
"KN"	"KN-08"
"KN"	"KN-09"
"KN"	"KN-10"
"KN"	"KN-11"
"KN"	"KN-12"
"KN"	"KN-13"
"KN"	"KN-15"
"KN"	"KN-K"
"KN"	"KN-N"
"KP"	"KP-01"
"KP"	"KP-02"
"KP"	"KP-03"
"KP"	"KP-04"
"KP"	"KP-05"
"KP"	"KP-06"
"KP"	"KP-07"
"KP"	"KP-08"
"KP"	"KP-09"
"KP"	"KP-10"
"KP"	"KP-13"
"KP"	"KP-14"
"KP"	"KP-15"
"KR"	"KR-11"
"KR"	"KR-26"
"KR"	"KR-27"
"KR"	"KR-28"
"KR"	"KR-29"
"KR"	"KR-30"
"KR"	"KR-31"
"KR"	"KR-41"
"KR"	"KR-42"
"KR"	"KR-43"
"KR"	"KR-44"
"KR"	"KR-45"
"KR"	"KR-46"
"KR"	"KR-47"
"KR"	"KR-48"
"KR"	"KR-49"
"KR"	"KR-50"
"KW"	"KW-AH"
"KW"	"KW-FA"
"KW"	"KW-HA"
"KW"	"KW-JA"
"KW"	"KW-KU"
"KW"	"KW-MU"
"KZ"	"KZ-10"
"KZ"	"KZ-11"
"KZ"	"KZ-15"
"KZ"	"KZ-19"
"KZ"	"KZ-23"
"KZ"	"KZ-27"
"KZ"	"KZ-31"
"KZ"	"KZ-33"
"KZ"	"KZ-35"
"KZ"	"KZ-39"
"KZ"	"KZ-43"
"KZ"	"KZ-47"
"KZ"	"KZ-55"
"KZ"	"KZ-59"
"KZ"	"KZ-61"
"KZ"	"KZ-62"
"KZ"	"KZ-63"
"KZ"	"KZ-71"
"KZ"	"KZ-75"
"KZ"	"KZ-79"
"LA"	"LA-AT"
"LA"	"LA-BK"
"LA"	"LA-BL"
"LA"	"LA-CH"
"LA"	"LA-HO"
"LA"	"LA-KH"
"LA"	"LA-LM"
"LA"	"LA-LP"
"LA"	"LA-OU"
"LA"	"LA-PH"
"LA"	"LA-SL"
"LA"	"LA-SV"
"LA"	"LA-VI"
"LA"	"LA-VT"
"LA"	"LA-XA"
"LA"	"LA-XE"
"LA"	"LA-XI"
"LA"	"LA-XS"
"LB"	"LB-AK"
"LB"	"LB-AS"
"LB"	"LB-BA"
"LB"	"LB-BH"
"LB"	"LB-BI"
"LB"	"LB-JA"
"LB"	"LB-JL"
"LB"	"LB-NA"
"LC"	"LC-01"
"LC"	"LC-02"
"LC"	"LC-03"
"LC"	"LC-05"
"LC"	"LC-06"
"LC"	"LC-07"
"LC"	"LC-08"
"LC"	"LC-10"
"LC"	"LC-11"
"LC"	"LC-12"
"LI"	"LI-01"
"LI"	"LI-02"
"LI"	"LI-03"
"LI"	"LI-04"
"LI"	"LI-05"
"LI"	"LI-06"
"LI"	"LI-07"
"LI"	"LI-08"
"LI"	"LI-09"
"LI"	"LI-10"
"LI"	"LI-11"
"LK"	"LK-1"
"LK"	"LK-11"
"LK"	"LK-12"
"LK"	"LK-13"
"LK"	"LK-2"
"LK"	"LK-21"
"LK"	"LK-22"
"LK"	"LK-23"
"LK"	"LK-3"
"LK"	"LK-31"
"LK"	"LK-32"
"LK"	"LK-33"
"LK"	"LK-4"
"LK"	"LK-41"
"LK"	"LK-42"
"LK"	"LK-43"
"LK"	"LK-44"
"LK"	"LK-45"
"LK"	"LK-5"
"LK"	"LK-51"
"LK"	"LK-52"
"LK"	"LK-53"
"LK"	"LK-6"
"LK"	"LK-61"
"LK"	"LK-62"
"LK"	"LK-7"
"LK"	"LK-71"
"LK"	"LK-72"
"LK"	"LK-8"
"LK"	"LK-81"
"LK"	"LK-82"
"LK"	"LK-9"
"LK"	"LK-91"
"LK"	"LK-92"
"LR"	"LR-BG"
"LR"	"LR-BM"
"LR"	"LR-CM"
"LR"	"LR-GB"
"LR"	"LR-GG"
"LR"	"LR-GK"
"LR"	"LR-GP"
"LR"	"LR-LO"
"LR"	"LR-MG"
"LR"	"LR-MO"
"LR"	"LR-MY"
"LR"	"LR-NI"
"LR"	"LR-RG"
"LR"	"LR-RI"
"LR"	"LR-SI"
"LS"	"LS-A"
"LS"	"LS-B"
"LS"	"LS-C"
"LS"	"LS-D"
"LS"	"LS-E"
"LS"	"LS-F"
"LS"	"LS-G"
"LS"	"LS-H"
"LS"	"LS-J"
"LS"	"LS-K"
"LT"	"LT-01"
"LT"	"LT-02"
"LT"	"LT-03"
"LT"	"LT-04"
"LT"	"LT-05"
"LT"	"LT-06"
"LT"	"LT-07"
"LT"	"LT-08"
"LT"	"LT-09"
"LT"	"LT-10"
"LT"	"LT-11"
"LT"	"LT-12"
"LT"	"LT-13"
"LT"	"LT-14"
"LT"	"LT-15"
"LT"	"LT-16"
"LT"	"LT-17"
"LT"	"LT-18"
"LT"	"LT-19"
"LT"	"LT-20"
"LT"	"LT-21"
"LT"	"LT-22"
"LT"	"LT-23"
"LT"	"LT-24"
"LT"	"LT-25"
"LT"	"LT-26"
"LT"	"LT-27"
"LT"	"LT-28"
"LT"	"LT-29"
"LT"	"LT-30"
"LT"	"LT-31"
"LT"	"LT-32"
"LT"	"LT-33"
"LT"	"LT-34"
"LT"	"LT-35"
"LT"	"LT-36"
"LT"	"LT-37"
"LT"	"LT-38"
"LT"	"LT-39"
"LT"	"LT-40"
"LT"	"LT-41"
"LT"	"LT-42"
"LT"	"LT-43"
"LT"	"LT-44"
"LT"	"LT-45"
"LT"	"LT-46"
"LT"	"LT-47"
"LT"	"LT-48"
"LT"	"LT-49"
"LT"	"LT-50"
"LT"	"LT-51"
"LT"	"LT-52"
"LT"	"LT-53"
"LT"	"LT-54"
"LT"	"LT-55"
"LT"	"LT-56"
"LT"	"LT-57"
"LT"	"LT-58"
"LT"	"LT-59"
"LT"	"LT-60"
"LT"	"LT-AL"
"LT"	"LT-KL"
"LT"	"LT-KU"
"LT"	"LT-MR"
"LT"	"LT-PN"
"LT"	"LT-SA"
"LT"	"LT-TA"
"LT"	"LT-TE"
"LT"	"LT-UT"
"LT"	"LT-VL"
"LU"	"LU-CA"
"LU"	"LU-CL"
"LU"	"LU-DI"
"LU"	"LU-EC"
"LU"	"LU-ES"
"LU"	"LU-GR"
"LU"	"LU-LU"
"LU"	"LU-ME"
"LU"	"LU-RD"
"LU"	"LU-RM"
"LU"	"LU-VD"
"LU"	"LU-WI"
"LV"	"LV-002"
"LV"	"LV-007"
"LV"	"LV-011"
"LV"	"LV-015"
"LV"	"LV-016"
"LV"	"LV-022"
"LV"	"LV-026"
"LV"	"LV-033"
"LV"	"LV-041"
"LV"	"LV-042"
"LV"	"LV-047"
"LV"	"LV-050"
"LV"	"LV-052"
"LV"	"LV-054"
"LV"	"LV-056"
"LV"	"LV-058"
"LV"	"LV-059"
"LV"	"LV-062"
"LV"	"LV-067"
"LV"	"LV-068"
"LV"	"LV-073"
"LV"	"LV-077"
"LV"	"LV-080"
"LV"	"LV-087"
"LV"	"LV-088"
"LV"	"LV-089"
"LV"	"LV-091"
"LV"	"LV-094"
"LV"	"LV-097"
"LV"	"LV-099"
"LV"	"LV-101"
"LV"	"LV-102"
"LV"	"LV-106"
"LV"	"LV-111"
"LV"	"LV-112"
"LV"	"LV-113"
"LV"	"LV-DGV"
"LV"	"LV-JEL"
"LV"	"LV-JUR"
"LV"	"LV-LPX"
"LV"	"LV-REZ"
"LV"	"LV-RIX"
"LV"	"LV-VEN"
"LY"	"LY-BA"
"LY"	"LY-BU"
"LY"	"LY-DR"
"LY"	"LY-GT"
"LY"	"LY-JA"
"LY"	"LY-JG"
"LY"	"LY-JI"
"LY"	"LY-JU"
"LY"	"LY-KF"
"LY"	"LY-MB"
"LY"	"LY-MI"
"LY"	"LY-MJ"
"LY"	"LY-MQ"
"LY"	"LY-NL"
"LY"	"LY-NQ"
"LY"	"LY-SB"
"LY"	"LY-SR"
"LY"	"LY-TB"
"LY"	"LY-WA"
"LY"	"LY-WD"
"LY"	"LY-WS"
"LY"	"LY-ZA"
"MA"	"MA-01"
"MA"	"MA-02"
"MA"	"MA-03"
"MA"	"MA-04"
"MA"	"MA-05"
"MA"	"MA-06"
"MA"	"MA-07"
"MA"	"MA-08"
"MA"	"MA-09"
"MA"	"MA-10"
"MA"	"MA-11"
"MA"	"MA-12"
"MA"	"MA-AGD"
"MA"	"MA-AOU"
"MA"	"MA-ASZ"
"MA"	"MA-AZI"
"MA"	"MA-BEM"
"MA"	"MA-BER"
"MA"	"MA-BES"
"MA"	"MA-BOD"
"MA"	"MA-BOM"
"MA"	"MA-BRR"
"MA"	"MA-CAS"
"MA"	"MA-CHE"
"MA"	"MA-CHI"
"MA"	"MA-CHT"
"MA"	"MA-DRI"
"MA"	"MA-ERR"
"MA"	"MA-ESI"
"MA"	"MA-ESM"
"MA"	"MA-FAH"
"MA"	"MA-FES"
"MA"	"MA-FIG"
"MA"	"MA-FQH"
"MA"	"MA-GUE"
"MA"	"MA-GUF"
"MA"	"MA-HAJ"
"MA"	"MA-HAO"
"MA"	"MA-HOC"
"MA"	"MA-IFR"
"MA"	"MA-INE"
"MA"	"MA-JDI"
"MA"	"MA-JRA"
"MA"	"MA-KEN"
"MA"	"MA-KES"
"MA"	"MA-KHE"
"MA"	"MA-KHN"
"MA"	"MA-KHO"
"MA"	"MA-LAA"
"MA"	"MA-LAR"
"MA"	"MA-MAR"
"MA"	"MA-MDF"
"MA"	"MA-MED"
"MA"	"MA-MEK"
"MA"	"MA-MID"
"MA"	"MA-MOH"
"MA"	"MA-MOU"
"MA"	"MA-NAD"
"MA"	"MA-NOU"
"MA"	"MA-OUA"
"MA"	"MA-OUD"
"MA"	"MA-OUJ"
"MA"	"MA-OUZ"
"MA"	"MA-RAB"
"MA"	"MA-REH"
"MA"	"MA-SAF"
"MA"	"MA-SAL"
"MA"	"MA-SEF"
"MA"	"MA-SET"
"MA"	"MA-SIB"
"MA"	"MA-SIF"
"MA"	"MA-SIK"
"MA"	"MA-SIL"
"MA"	"MA-SKH"
"MA"	"MA-TAF"
"MA"	"MA-TAI"
"MA"	"MA-TAO"
"MA"	"MA-TAR"
"MA"	"MA-TAT"
"MA"	"MA-TAZ"
"MA"	"MA-TET"
"MA"	"MA-TIN"
"MA"	"MA-TIZ"
"MA"	"MA-TNG"
"MA"	"MA-TNT"
"MA"	"MA-YUS"
"MA"	"MA-ZAG"
"MC"	"MC-CL"
"MC"	"MC-CO"
"MC"	"MC-FO"
"MC"	"MC-GA"
"MC"	"MC-JE"
"MC"	"MC-LA"
"MC"	"MC-MA"
"MC"	"MC-MC"
"MC"	"MC-MG"
"MC"	"MC-MO"
"MC"	"MC-MU"
"MC"	"MC-PH"
"MC"	"MC-SD"
"MC"	"MC-SO"
"MC"	"MC-SP"
"MC"	"MC-SR"
"MC"	"MC-VR"
"MD"	"MD-AN"
"MD"	"MD-BA"
"MD"	"MD-BD"
"MD"	"MD-BR"
"MD"	"MD-BS"
"MD"	"MD-CA"
"MD"	"MD-CL"
"MD"	"MD-CM"
"MD"	"MD-CR"
"MD"	"MD-CS"
"MD"	"MD-CT"
"MD"	"MD-CU"
"MD"	"MD-DO"
"MD"	"MD-DR"
"MD"	"MD-DU"
"MD"	"MD-ED"
"MD"	"MD-FA"
"MD"	"MD-FL"
"MD"	"MD-GA"
"MD"	"MD-GL"
"MD"	"MD-HI"
"MD"	"MD-IA"
"MD"	"MD-LE"
"MD"	"MD-NI"
"MD"	"MD-OC"
"MD"	"MD-OR"
"MD"	"MD-RE"
"MD"	"MD-RI"
"MD"	"MD-SD"
"MD"	"MD-SI"
"MD"	"MD-SN"
"MD"	"MD-SO"
"MD"	"MD-ST"
"MD"	"MD-SV"
"MD"	"MD-TA"
"MD"	"MD-TE"
"MD"	"MD-UN"
"ME"	"ME-01"
"ME"	"ME-02"
"ME"	"ME-03"
"ME"	"ME-04"
"ME"	"ME-05"
"ME"	"ME-06"
"ME"	"ME-07"
